id,ID2,item_name,item_desc,Quality,Icon,ItemType,Amount,IsStackable,MaxStackSize,IsDroppable,WorldMesh,Health,Duration,WeaponActorClass,EquipmentMesh,EquipmentType,EquipmentSlot,Damage,Armor,Strength,Dexterity,Intelligence
cloth_shoes_wraps_Female,"cloth_shoes_wraps_Female","Foot wraps Female","Foot wraps Female","Common","Texture2D'/Game/_DJM/UCS/Clothing/Final/Shoes/Wraps/img_FootWraps_F.img_FootWraps_F'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/UCS/Clothing/Final/Shoes/Wraps/SM_F_FootWraps.SM_F_FootWraps'","0","0.000000","None","SkeletalMesh'/Game/_DJM/UCS/Clothing/Final/Shoes/Wraps/SK_F_FootWraps.SK_F_FootWraps'","Armor","Feet","0","0","0","0","0"
cloth_shoes_wraps_Male,"cloth_shoes_wraps_Male","Foot wraps Male","Foot wraps Female","Common","Texture2D'/Game/_DJM/UCS/Clothing/Final/Shoes/Wraps/img_Shoes_wraps_M.img_Shoes_wraps_M'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/UCS/Clothing/Final/Shoes/Wraps/SM_M_FootWraps.SM_M_FootWraps'","0","0.000000","None","SkeletalMesh'/Game/_DJM/UCS/Clothing/Final/Shoes/Wraps/SK_M_FootWraps.SK_M_FootWraps'","Armor","Feet","0","0","0","0","0"
cloth_vest_safety_F,"cloth_vest_safety_F","Safey Vest Female","Safety Vest for Female","Common","Texture2D'/Game/_DJM/UCS/Clothing/Final/Others/img_Vest_F.img_Vest_F'","Equipment","1","False","1","True","StaticMesh'/Game/_DJM/UCS/Clothing/Final/Others/SM_F_Vest.SM_F_Vest'","0","0.000000","None","SkeletalMesh'/Game/_DJM/UCS/Clothing/Final/Others/SK_F_Vest.SK_F_Vest'","Armor","Chest","1","3","0","0","2"
cloth_vest_safety_M,"cloth_vest_safety_M","Safey Vest Male","Safety Vest for Male","Common","Texture2D'/Game/_DJM/UCS/Clothing/Final/Others/img_Vest_M.img_Vest_M'","Equipment","1","False","1","True","StaticMesh'/Game/_DJM/UCS/Clothing/Final/Others/SM_M_Vest.SM_M_Vest'","0","0.000000","None","SkeletalMesh'/Game/_DJM/UCS/Clothing/Final/Others/SK_M_Vest.SK_M_Vest'","Armor","Chest","1","3","0","0","2"
crate_sm_oak,"crate_sm_oak","Small Oak Crate","A small crate to hold stuff in","Common","Texture2D'/Game/_DJM/crafting/building/furniture/img_crate.img_crate'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/crafting/building/furniture/crate2.crate2'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
Currency_Gold,"Currency_Gold","Gold","","Common","Texture2D'/Game/_DJM/InventorySystem/Items/Miscellaneous/Icons/T_ICON_Currency_Gold.T_ICON_Currency_Gold'","Currency","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Miscellaneous/Meshes/SM_Coin.SM_Coin'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
cynthias_fathers_pick,"cynthias_fathers_pick","cynthias_fathers_pick","cynthias fathers pick","Poor","Texture2D'/Game/_DJM/crafting/pickups/Textures/mushroom01.mushroom01'","Miscellaneous","1","False","0","False","StaticMesh'/Game/_DJM/crafting/pickups/djm_mushroom/mushroom02.mushroom02'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SK_Weapon_Simple_Axe.SK_Weapon_Simple_Axe'","Weapon","Hands","0","0","0","0","0"
dirt_mound,"dirt_mound","Dirt","Mound of Dirt","Poor","Texture2D'/Game/_DJM/crafting/farming/Textures/T_Dirt_Mound_dry.T_Dirt_Mound_dry'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/farming/Meshes/SM_Dirt_Mound_A.SM_Dirt_Mound_A'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
Equip_Bone_Amulet,"Equip_Bone_Amulet","Amulet of Bone","A great deal of power radiates from the amulet...","Legendary","Texture2D'/Game/_DJM/InventorySystem/Items/Equipment/Icons/T_ICON_Equip_Bone_Amulet.T_ICON_Equip_Bone_Amulet'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SM_Equip_Bone_Amulet.SM_Equip_Bone_Amulet'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SK_Equip_Bone_Amulet.SK_Equip_Bone_Amulet'","Armor","Accessory","0","0","0","0","27"
Equip_Leather_Backpack,"Equip_Leather_Backpack","Leather Backpack","","Common","Texture2D'/Game/_DJM/InventorySystem/Items/Equipment/Icons/T_ICON_Equip_Leather_Backpack.T_ICON_Equip_Leather_Backpack'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SM_Equip_Leather_Backpack.SM_Equip_Leather_Backpack'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SK_Equip_Leather_Backpack.SK_Equip_Leather_Backpack'","Armor","Back","0","5","0","0","0"
Equip_Leather_Pouches,"Equip_Leather_Pouches","Leather Pouches","","Common","Texture2D'/Game/_DJM/InventorySystem/Items/Equipment/Icons/T_ICON_Equip_Leather_Pouches.T_ICON_Equip_Leather_Pouches'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SM_Equip_Leather_Pouches.SM_Equip_Leather_Pouches'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SK_Equip_Leather_Pouches.SK_Equip_Leather_Pouches'","Armor","Waist","0","3","0","0","0"
Equip_Leather_Ring,"Equip_Leather_Ring","Leather Ring","","Uncommon","Texture2D'/Game/_DJM/InventorySystem/Items/Equipment/Icons/T_ICON_Equip_Leather_Ring.T_ICON_Equip_Leather_Ring'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SM_Equip_Ring.SM_Equip_Ring'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SK_Equip_Ring.SK_Equip_Ring'","Armor","Ring","0","1","0","1","0"
Equip_Spiked_Ring,"Equip_Spiked_Ring","Spiked Ring","","Rare","Texture2D'/Game/_DJM/InventorySystem/Items/Equipment/Icons/T_ICON_Equip_Spiked_Ring.T_ICON_Equip_Spiked_Ring'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SM_Equip_Ring_Spiked.SM_Equip_Ring_Spiked'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Equipment/Meshes/SK_Equip_Ring_Spiked.SK_Equip_Ring_Spiked'","Armor","Ring","1","1","1","0","0"
farm_grass,"farm_grass","farm_grass","Grass harvested from farm","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/grass03.grass03'","Miscellaneous","1","True","100","True","StaticMesh'/Game/_DJM/crafting/farming/Meshes/grass_pickup.grass_pickup'","0","0.000000","None","None","Miscellaneous","Head","0","0","0","0","0"
fish_crab,"fish_crab","Crab","A little crab","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_crab_icon.fish_crab_icon'","Consumable","1","True","100","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_crab.SM_fish_crab'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
fish_frog,"fish_frog","Frog","A little frog","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_frog_icon.fish_frog_icon'","Consumable","1","True","10","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_frog.SM_fish_frog'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
fish_goliath,"fish_goliath","fish_goliath","A Massive fish","Rare","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_goliath_icon.fish_goliath_icon'","Consumable","1","True","10","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_goliath.SM_fish_goliath'","3","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/fishing/Meshes/goliath_grouper_rig.goliath_grouper_rig'","Miscellaneous","Main-Hand","0","0","0","0","0"
fish_mackeral,"fish_mackeral","Mackeral","A Mackeral fish","Uncommon","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_mackeral_icon.fish_mackeral_icon'","Consumable","1","True","100","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_mackeral.SM_fish_mackeral'","2","0.000000","None","None","Armor","Head","0","0","0","0","0"
fish_octopus,"fish_octopus","Octopus","An Octopus","Rare","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_octopus_icon.fish_octopus_icon'","Consumable","1","True","100","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_octopus.SM_fish_octopus'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
fish_perch,"fish_perch","Perch","Perch fish","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_perch_icon.fish_perch_icon'","Consumable","1","True","100","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_perch.SM_fish_perch'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
fish_pike,"fish_pike","fish_pike","Fish Pike","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_pike.fish_pike'","Consumable","1","True","20","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_pike.SM_fish_pike'","2","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/fishing/Meshes/pike_rig_exp.pike_rig_exp'","Miscellaneous","Head","0","0","0","0","0"
fish_red_eye,"fish_red_eye","Red Eye","A Red Eye fish","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_red_eye_icon.fish_red_eye_icon'","Consumable","1","True","100","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_red_eye.SM_fish_red_eye'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
fish_salmon,"fish_salmon","Salmon","A fiesty Salmon","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_salmon_icon.fish_salmon_icon'","Consumable","1","True","100","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_salmon.SM_fish_salmon'","3","0.000000","None","None","Armor","Head","0","0","0","0","0"
fish_shark,"fish_shark","Shark","A giant Shark","Rare","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_shark_icon.fish_shark_icon'","Consumable","1","True","5","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_shark.SM_fish_shark'","50","0.000000","None","None","Armor","Head","0","0","0","0","0"
Fishing_Rod,"Fishing_Rod","Fishing_Rod","Fishing Rod","Common","Texture2D'/Game/_DJM/crafting/fishing/Materials/INV_Fishingpole_01.INV_Fishingpole_01'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/crafting/tools/SM_Fishing_Rod3b.SM_Fishing_Rod3b'","0","0.000000","BlueprintGeneratedClass'/Game/_DJM/InventorySystem/Blueprints/Weapons/Weapon_Actor.Weapon_Actor_C'","SkeletalMesh'/Game/_DJM/crafting/fishing/Meshes/FishingRods/fish_rod04g.fish_rod04g'","Weapon","Main-Hand","1","1","1","1","1"
food_apple,"food_apple","Apple","A juicy red apple.","Common","Texture2D'/Game/_DJM/InventorySystem/Items/Consumables/Icons/T_ICON_Food_Apple.T_ICON_Food_Apple'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Consumables/Meshes/SM_Food_Apple.SM_Food_Apple'","10","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_apple_poisoned,"food_apple_poisoned","Poisoned Apple","Appears as if it were dripping with poison.","Legendary","Texture2D'/Game/_DJM/InventorySystem/Items/Consumables/Icons/T_ICON_Food_Apple_Poisoned.T_ICON_Food_Apple_Poisoned'","Consumable","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Consumables/Meshes/SM_Food_Apple_Poisoned.SM_Food_Apple_Poisoned'","-89","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_biscuit,"food_biscuit","Biscuits","Biscuits!","Common","Texture2D'/Game/_DJM/crafting/cooking/cooked_food/Food_Bread_Biscuits_Sweet.Food_Bread_Biscuits_Sweet'","Consumable","1","True","999","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Bread_Cookies_Coco_02.Food_Bread_Cookies_Coco_02'","5","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_bread,"food_bread","Bread","A crusty loaf of bread","Common","Texture2D'/Game/_DJM/InventorySystem/Items/Consumables/Icons/T_ICON_Food_Bread.T_ICON_Food_Bread'","Consumable","1","True","3","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Consumables/Meshes/SM_Food_Bread.SM_Food_Bread'","25","10.000000","None","None","Armor","Head","0","0","0","0","0"
food_bread_baguette,"food_bread_baguette","Baguette","A crusty baguette","Uncommon","Texture2D'/Game/_DJM/InventorySystem/Items/Consumables/Icons/T_ICON_Food_Baguette.T_ICON_Food_Baguette'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Consumables/Meshes/SM_Food_Baguette.SM_Food_Baguette'","100","60.000000","None","None","Armor","Head","0","0","0","0","0"
food_bread_pizza_slice,"food_bread_pizza_slice","Pizza","Slice of Pizza","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Bread_Pizza_Slice.Food_Bread_Pizza_Slice'","Consumable","1","True","99","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Bread_Pizza_01_Slice_04.Food_Bread_Pizza_01_Slice_04'","10","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_bread_sourdough,"food_bread_sourdough","Sourdough Bread","A loaf of bread","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/img_Food_Bread_Loaf_Sourdough.img_Food_Bread_Loaf_Sourdough'","Consumable","1","True","99","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Bread_Loaf_Sourdough_01.Food_Bread_Loaf_Sourdough_01'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_butter,"food_butter","Butter","Butter","Common","Texture2D'/Game/_DJM/crafting/cooking/img_food_butter.img_food_butter'","Consumable","1","True","999","True","StaticMesh'/Game/_DJM/crafting/cooking/food_butter.food_butter'","2","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_cake,"food_cake","Cake","Cake","Common","Texture2D'/Game/_DJM/crafting/cooking/img_food_cake.img_food_cake'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/food_cake.food_cake'","15","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_cheese,"food_cheese","Cheese","Cheese","Common","Texture2D'/Game/_DJM/crafting/cooking/img_food_cheese.img_food_cheese'","Consumable","1","True","999","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen_cheese.kitchen_cheese'","20","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_cook_batter,"food_cook_batter","Jar of Batter","Ball of Dough","Common","Texture2D'/Game/_DJM/crafting/cooking/img_jar_batter.img_jar_batter'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/SM_kitchen_batter.SM_kitchen_batter'","2","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_cook_dough_ball,"food_cook_dough_ball","Ball of Dough","Ball of Dough","Common","Texture2D'/Game/_DJM/crafting/cooking/img_ball_dough.img_ball_dough'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/SM_food_dough_ball.SM_food_dough_ball'","2","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_cook_dough_pasta,"food_cook_dough_pasta","Pasta Dough","Ball of Dough","Common","Texture2D'/Game/_DJM/crafting/cooking/img_ball_dough.img_ball_dough'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/SM_food_dough_ball.SM_food_dough_ball'","2","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_cream,"food_cream","Cream","Cream","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_white.img_jar_white'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_white.SM_jar_white'","5","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_cream_sour,"food_cream_sour","Sour Cream","Sour Cream","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_gold.img_jar_gold'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_gold.SM_jar_gold'","5","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_egg_yellow,"food_egg_yellow","Yellow Egg","A small bright yellow Egg","Uncommon","Texture2D'/Game/_DJM/crafting/farming/Textures/img_food_egg_yellow_small.img_food_egg_yellow_small'","Consumable","1","True","999","True","StaticMesh'/Game/_DJM/crafting/farming/Meshes/egg_yellow_small.egg_yellow_small'","20","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_flour,"food_flour","Flour","Flour for cooking","Common","Texture2D'/Game/_DJM/crafting/cooking/img_box_tall.img_box_tall'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/SM_kitchen-box01.SM_kitchen-box01'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_fritz,"food_fritz","Fritz","Fritz","Rare","Texture2D'/Game/_DJM/crafting/cooking/img_food_fritz.img_food_fritz'","Consumable","1","True","999","True","StaticMesh'/Game/_DJM/crafting/cooking/food_fritz.food_fritz'","50","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_fruit_apple,"food_fruit_apple","Apple","Apple","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Fruit_Apple.Food_Fruit_Apple'","Consumable","1","True","999","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Fruit_Apple_01.Food_Fruit_Apple_01'","8","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_fruit_banana,"food_fruit_banana","Banana","Banana","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Fruit_Banana.Food_Fruit_Banana'","Consumable","1","True","99","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Fruit_Banana_01.Food_Fruit_Banana_01'","10","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_fruit_lemon,"food_fruit_lemon","Lemon","Lemon","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Fruit_Lemon.Food_Fruit_Lemon'","Consumable","1","True","99","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Fruit_Lemon_01.Food_Fruit_Lemon_01'","10","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_fruit_mandarin,"food_fruit_mandarin","Mandarin","Mandarin","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Fruit_Mandarin.Food_Fruit_Mandarin'","Consumable","1","True","99","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Fruit_Mandarin_01.Food_Fruit_Mandarin_01'","10","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_fruit_peach,"food_fruit_peach","Peach","Peach","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Fruit_Peach.Food_Fruit_Peach'","Consumable","1","True","999","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Fruit_Peach_01.Food_Fruit_Peach_01'","20","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_fruit_pineapple,"food_fruit_pineapple","Pineapple","Pineapple","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Fruit_Pineapple.Food_Fruit_Pineapple'","Consumable","1","True","999","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Fruit_Pineapple_01.Food_Fruit_Pineapple_01'","20","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_fruit_tomato,"food_fruit_tomato","Tomato","Tomato","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Vege_Tomato.Food_Vege_Tomato'","Consumable","1","True","99","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Fruit_Tomato_01.Food_Fruit_Tomato_01'","10","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_fruit_watermelon,"food_fruit_watermelon","Watermelon","Watermelon","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Fruit_Watermelon.Food_Fruit_Watermelon'","Consumable","1","True","99","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Fruit_Watermelon_01.Food_Fruit_Watermelon_01'","30","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_meat_ham_leg,"food_meat_ham_leg","Leg of Ham","Leg of Ham","Rare","Texture2D'/Game/_DJM/InventorySystem/Items/Consumables/Icons/T_ICON_Food_Hambone.T_ICON_Food_Hambone'","Consumable","1","True","5","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Consumables/Meshes/SM_Food_Hambone.SM_Food_Hambone'","95","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_milk,"food_milk","Milk","Milk","Common","Texture2D'/Game/_DJM/crafting/cooking/img_milk_pot.img_milk_pot'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/SM_kitchen_milk.SM_kitchen_milk'","25","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_pancakes,"food_pancakes","Pancakes","stack of pancakes","Common","Texture2D'/Game/_DJM/crafting/cooking/img_food_pancakes.img_food_pancakes'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/food_pancakes.food_pancakes'","60","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_salt,"food_salt","Salt","Salt for curing, cooking and pickling","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_white.img_jar_white'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_white.SM_jar_white'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_sandwich_cheese,"food_sandwich_cheese","Cheese Sandwich","Cheese","Common","Texture2D'/Game/_DJM/crafting/cooking/img_food_sandwich_cheese.img_food_sandwich_cheese'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/food_sandwich_cheese.food_sandwich_cheese'","100","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_sandwich_fritz,"food_sandwich_fritz","Fritz Sandwich","Fritz Sandwich","Epic","Texture2D'/Game/_DJM/crafting/cooking/img_food_sandwich_fritz.img_food_sandwich_fritz'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/food_sandwich_fritz.food_sandwich_fritz'","100","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_sugar,"food_sugar","Sugar","Sugar","Common","Texture2D'/Game/_DJM/crafting/cooking/img_box_sugar.img_box_sugar'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/SM_kitchen_sugar.SM_kitchen_sugar'","15","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_veg_cabbage,"food_veg_cabbage","Cabbage","Cabbage","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/Food_Vege_Cabbage.Food_Vege_Cabbage'","Consumable","1","True","99","True","StaticMesh'/Game/Food_Pack_01/Meshes/Food_Veg_Cabbage_01.Food_Veg_Cabbage_01'","10","0.000000","None","None","Armor","Head","0","0","0","0","0"
